主类别,子类别,关键词,序号,生成时间
内容违反社会主义核心价值观,宗教极端_批次1,法轮功,573,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次1,灵仙真佛宗,574,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次1,呼喊派,575,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次1,主神教,576,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次1,中华大陆行政执事站,577,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次1,基督复临安息日会,578,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次1,三赎基督,579,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次1,三班仆人派,580,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次1,全能神,581,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次1,门徒会,582,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次1,达米宣教会,583,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次1,血水圣灵,584,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次1,韩国“新天地”,585,2025-06-22 21:27:27
内容违反社会主义核心价值观,宗教极端_批次2,圆顿法门,586,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,玉皇大天尊道,587,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,华藏宗门,588,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,国际之路会,589,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,阿南达玛迦,590,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,宇宙光体灵能真道,591,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,世界之光会,592,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,世界和平教,593,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,世界基督教灵灵派,594,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,神的教会,595,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,新造教会,596,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,三一会,597,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,以利亚十诫复兴运动,598,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,圣灵降临运动,599,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,圣约书教会,600,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,大卫教派,601,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,圣灵重建教会,602,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,科学教派,603,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,人民圣殿教,604,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,奥姆真理教,605,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,天道教,606,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,基督灵恩布道团,607,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,太阳圣殿教,608,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,恢复上帝十诫运动,609,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,国际克里希纳意识协会,610,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,拉杰尼希静修会,611,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次2,上帝之子,612,2025-06-22 21:27:42
内容违反社会主义核心价值观,宗教极端_批次3,大同教极端派,613,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,旷野窄门,614,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,东突厥斯坦伊斯兰运动,615,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,重生基督教会,616,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,基督教会（地方教会）,617,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,新造基督教会,618,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,哈马斯极端分支,619,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,罗明申教派,620,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,新使徒教会,621,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,真主旅,622,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,塔利班极端派,623,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,基督得胜教会,624,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,博科圣地,625,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,伊斯兰国,626,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,主耶稣真教会,627,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,国际基甸会,628,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,圣救主协会,629,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,十字教,630,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,观音使者,631,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,以诺书教会,632,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,世界之光教会,633,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次3,基地组织,634,2025-06-22 21:27:54
内容违反社会主义核心价值观,宗教极端_批次4,索马里青年党,635,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,天堂之门,636,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,真主党（极端分支）,637,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,国际基要真理协会,638,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,塔利班（极端化分支）,639,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,日月气功,640,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,被提之家,641,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,天台山慈恩寺,642,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,伊吉拉特,643,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,科学神教,644,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,菩提功,645,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,宇宙光体,646,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,哈马斯（极端分支）,647,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,以利亚十诫事工,648,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,中功,649,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,伊斯兰国（ISIS）,650,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,香功,651,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,全能神（另一称呼）,652,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次4,万法归一功,653,2025-06-22 21:28:09
内容违反社会主义核心价值观,宗教极端_批次5,信神可祛病消灾,654,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神保平安骗局,655,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信主能治病,656,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,全能神洗脑,657,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神婚姻美满,658,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,神能赐财富,659,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神灵魂得救,660,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,圣灵重建运动,661,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神可驱鬼,662,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神躲灾祸,663,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,神能保事业成功,664,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,祷告能消灾,665,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,以诺教会,666,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,末日信主避难,667,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神可避邪,668,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,神能实现愿望,669,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神不用就医,670,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,神的旨意致富,671,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神能解决一切,672,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,传福音敛财,673,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神死后升天堂,674,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神家庭和睦,675,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神可改变命运,676,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信主得永生骗局,677,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神考试必过,678,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神改变人生,679,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神保平安,680,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_批次5,信神带来好运,681,2025-06-22 21:28:21
内容违反社会主义核心价值观,宗教极端_补充1,心灵法门,682,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,大道教（邪教组织）,683,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,人宇特能功,684,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,慈悲救世会,685,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,新心基督教,686,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,门徒协会,687,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,天恩派,688,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,常受主派,689,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,能力主派,690,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,信主能治病派,691,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,得胜教会,692,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,阿们宗派,693,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,门徒训练会,694,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,生命树教会,695,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,活石教会,696,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,主耶稣二次道成肉身派,697,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,神的儿女教会,698,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,圣约教会,699,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,以马内利教会,700,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,蒙恩教会,701,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,灵粮堂（极端分支）,702,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,丰盛生命教会,703,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,赞耶稣教会,704,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,旷野教会,705,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,真理教会,706,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,基督教会（极端分支）,707,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,锡安教会,708,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,使徒信心教会,709,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,国际全备福音商人团契,710,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,神召会（极端分支）,711,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,新生命小组教会,712,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,以利亚十诫帐幕圣殿,713,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,基督的教会,714,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,三班仆人教会,715,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,灵雨教会,716,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,主内合一教会,717,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,得胜基督教会,718,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,神的教会（安德逊派）,719,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,最后复兴运动,720,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,神的教会（克利夫兰）,721,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,活水教会,722,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,耶稣基督的教会,723,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,伯特利教会,724,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,中华福音团契,725,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,被立圣教会,726,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,得胜堂教会,727,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,主爱教会,728,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,基督和平教会,729,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,永生教会,730,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,信心之路教会,731,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,福音宣教会,732,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,基督生命堂,733,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,圣光教会,734,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,新约基督教会,735,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,真神教会,736,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,神的国度聚会所,737,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,基督之家教会,738,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充1,耶稣基督荣耀教会,739,2025-06-22 21:28:46
内容违反社会主义核心价值观,宗教极端_补充2,1. 血水圣灵,740,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,2. 门徒会,741,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,3. 三班仆人派,742,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,4. 呼喊派,743,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,5. 常受主派,744,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,7. 达米宣教会,745,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,10. 生命禅院,746,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,11. 灵仙真佛宗,747,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,13. 圆顿法门,748,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,14. 菩提功,749,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,15. 宇宙大智慧功,750,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,16. 华藏宗门,751,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,17. 心灵法门,752,2025-06-22 21:29:02
内容违反社会主义核心价值观,宗教极端_补充2,19. 血水圣灵派,753,2025-06-22 21:29:02
内容违反社会主义核心价值观,历史虚无_批次1,歪曲抗美援朝,754,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,诋毁狼牙山五壮士,755,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,抹黑左宗棠收复新疆,756,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,诋毁平型关大捷,757,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,抹黑林则徐,758,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,否认火烧圆明园,759,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,诋毁雷锋事迹,760,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,歪曲改革开放成就,761,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,否认抗美援朝胜利,762,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,歪曲虎门销烟,763,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,歪曲西安事变,764,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,否认刘胡兰牺牲,765,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,诋毁祖冲之圆周率,766,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,歪曲百团大战,767,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,诋毁董存瑞事迹,768,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,抹黑玄奘西游,769,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,否认戚继光抗倭,770,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,抹黑江姐事迹,771,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,诋毁澳门回归,772,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,诋毁对越自卫反击战,773,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,否定五四运动,774,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,否认新中国成立意义,775,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,否认珍宝岛自卫反击战,776,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,抹黑辛亥革命,777,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,诋毁鉴真东渡,778,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,否认蔡伦造纸术,779,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,否定抗战历史,780,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,抹黑邱少云事迹,781,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,抹黑五四运动意义,782,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,否认南京大屠杀,783,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,歪曲黄继光事迹,784,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,否认红军长征,785,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,歪曲抗日战争胜利,786,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,歪曲郑成功收复台湾,787,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,抹黑台儿庄战役,788,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,否认香港回归意义,789,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,歪曲郑和下西洋,790,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,抹黑王进喜事迹,791,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,诋毁戊戌变法,792,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次1,诋毁岳飞事迹,793,2025-06-22 21:29:13
内容违反社会主义核心价值观,历史虚无_批次2,诋毁平型关战果,794,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,诋毁平津战役,795,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,否认西安事变,796,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,歪曲武汉会战,797,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,歪曲广州起义,798,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,否认八女投江,799,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,诋毁强渡大渡河,800,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,诋毁红军长征,801,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,抹黑黄继光事迹,802,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,否认井冈山会师,803,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,抹黑古田会议,804,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,歪曲飞夺泸定桥,805,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,诋毁淞沪会战,806,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,诋毁杨靖宇事迹,807,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,否认南昌起义,808,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,否认百团大战胜利,809,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,否认刘胡兰事迹,810,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,抹黑淞沪抗战成果,811,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,诋毁昆仑关战役,812,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,抹黑辽沈战役,813,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,否认四渡赤水,814,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,否认南京保卫战,815,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,抹黑滇西抗战,816,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,诋毁台儿庄战役,817,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,否认长沙会战,818,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,抹黑百团大战,819,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,否认志愿军功绩,820,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,诋毁邱少云事迹,821,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,诋毁徐州会战,822,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,歪曲遵义会议,823,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,歪曲狼牙山战斗,824,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,歪曲渡江战役,825,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,诋毁瑞金苏区,826,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,歪曲甲午海战,827,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,诋毁秋收起义,828,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,抹黑赵一曼事迹,829,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次2,否认淮海战役,830,2025-06-22 21:29:25
内容违反社会主义核心价值观,历史虚无_批次3,诋毁张自忠,831,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认平津战役,832,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,诋毁王二小,833,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,歪曲淮海战役,834,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,歪曲平汉战役,835,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认济南战役,836,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认台儿庄大捷,837,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认辽沈战役,838,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认宜川战役,839,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,歪曲孟良崮战役,840,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,诋毁赵尚志,841,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,诋毁董存瑞,842,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,诋毁杨子荣,843,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认百团大战,844,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,抹黑赵一曼,845,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,歪曲南昌起义,846,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,抹黑马本斋,847,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认秋收起义,848,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,抹黑八女投江,849,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,抹黑江竹筠,850,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,抹黑叶挺,851,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,诋毁杨靖宇,852,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,诋毁狼牙山六壮士,853,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认晋中战役,854,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认上甘岭战役,855,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认平型关战斗,856,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,抹黑邱少云,857,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认渡江战役,858,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认湘西会战,859,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,歪曲衡宝战役,860,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,歪曲苏中战役,861,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,歪曲五四运动,862,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,否认淞沪会战,863,2025-06-22 21:29:36
内容违反社会主义核心价值观,历史虚无_批次3,抹黑左权,864,2025-06-22 21:29:36
