主类别,子类别,关键词,序号,生成时间
内容违反社会主义核心价值观,历史虚无_批次1,贬低平津战役,902,2025-06-23 00:17:58
内容违反社会主义核心价值观,历史虚无_批次1,歪曲西安事变,903,2025-06-23 00:17:58
内容违反社会主义核心价值观,历史虚无_批次1,歪曲抗美援朝,904,2025-06-23 00:17:58
内容违反社会主义核心价值观,历史虚无_批次1,污蔑董存瑞,905,2025-06-23 00:17:58
内容违反社会主义核心价值观,历史虚无_批次1,歪曲辛亥革命,906,2025-06-23 00:17:58
内容违反社会主义核心价值观,历史虚无_批次1,淡化淞沪会战,907,2025-06-23 00:17:58
内容违反社会主义核心价值观,历史虚无_批次1,诋毁岳飞抗金,908,2025-06-23 00:17:58
内容违反社会主义核心价值观,历史虚无_批次1,污蔑邓世昌,909,2025-06-23 00:17:58
内容违反社会主义核心价值观,历史虚无_批次2,歪曲甲午海战,910,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,贬低陈庄战斗,911,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否定三大改造,912,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,歪曲平汉战役,913,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否定辽沈战役,914,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,歪曲台儿庄战役,915,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否认秋收起义,916,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,污蔑邱少云,917,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,贬低百团大战,918,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,污蔑江竹筠,919,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,贬低孟良崮战役,920,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,歪曲南昌起义,921,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,贬低上甘岭战役,922,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否定抗美援朝,923,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,贬低豫东战役,924,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,贬低苏中战役,925,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否定平津战役,926,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否定反“围剿”,927,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否定大生产运动,928,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,歪曲济南战役,929,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,贬低昆仑关战役,930,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,歪曲忻口战役,931,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否定一二九运动,932,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否认黄花岗起义,933,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否定大跃进运动,934,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,污蔑左权,935,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,诋毁杨靖宇,936,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,歪曲淞沪会战,937,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否认平江起义,938,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否定莱芜战役,939,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否定土地改革,940,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,歪曲腊子口战斗,941,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,贬低镇南关大捷,942,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否定公私合营,943,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否定平型关大捷,944,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,否认西安事变,945,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次2,诋毁刘胡兰,946,2025-06-23 00:18:08
内容违反社会主义核心价值观,历史虚无_批次3,歪曲淞沪抗战,947,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否定淮海战役意义,948,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,歪曲孟良崮战役,949,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否认台儿庄战役,950,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否定上甘岭战役,951,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,贬低平江起义,952,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,污蔑赵一曼,953,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,贬低黄花岗起义,954,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,贬低百色起义,955,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否认义和团运动,956,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否定太平天国,957,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否认平津战役,958,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,污蔑狼牙山六壮士,959,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否认百团大战功绩,960,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,歪曲百团大战,961,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否定镇南关大捷,962,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,诋毁董存瑞,963,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,贬低莱芜战役,964,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,歪曲孟良崮战斗,965,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否定珍宝岛自卫反击战,966,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否定左宗棠,967,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,歪曲湘江战役,968,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,歪曲平型关大捷,969,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否定红军改编,970,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,歪曲渡江作战,971,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,诋毁左权,972,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否定淞沪会战,973,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,贬低济南战役,974,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否定郑和下西洋,975,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,歪曲武昌起义,976,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,贬低秋收起义,977,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否认对越自卫反击战,978,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,贬低郑成功收复台湾,979,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次3,否定抗日战争,980,2025-06-23 00:18:17
内容违反社会主义核心价值观,历史虚无_批次4,歪曲遵义会议,981,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,歪曲上甘岭战役,982,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,歪曲平型关战斗,983,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,污蔑江姐,984,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,否定五四运动意义,985,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,歪曲皖南事变,986,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,贬低豫湘桂战役,987,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,歪曲一二九运动,988,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,歪曲辽沈战斗,989,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,否认井冈山会师,990,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,贬低百团大战意义,991,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,贬低淞沪会战,992,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,贬低台儿庄意义,993,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,诋毁方志敏,994,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,否定百团大战成果,995,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,否定南昌起义,996,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,否认济南战役,997,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,歪曲南京大屠杀,998,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,否定平型关功绩,999,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,诋毁邱少云,1000,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,否定土地革命,1001,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,贬低平型关大捷,1002,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,贬低三湾改编,1003,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,否认辽沈战役,1004,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次4,否定渡江功绩,1005,2025-06-23 00:18:28
内容违反社会主义核心价值观,历史虚无_批次5,否定平江起义,1006,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,否定鲁南战役,1007,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,否定淞沪抗战,1008,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,污蔑陈树湘,1009,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,诋毁江竹筠,1010,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,否认广州三元里抗英,1011,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,否定三元里抗英,1012,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,污蔑刘胡兰,1013,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,贬低台儿庄战役,1014,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,否认雪峰山会战,1015,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,否认南昌起义,1016,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,贬低汀泗桥战役,1017,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,否定秋收起义,1018,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,歪曲镇南关大捷,1019,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,否定平江惨案,1020,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_批次5,否定西安事变,1021,2025-06-23 00:18:40
内容违反社会主义核心价值观,历史虚无_补充1,否认淞沪会战,1022,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,歪曲辽沈战役,1023,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,歪曲红军改编,1024,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,否认皖南事变,1025,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,否定一·二八抗战,1026,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,否认百团大战意义,1027,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,否定南京大屠杀史实,1028,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,贬低黄桥战役,1029,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,贬低琼崖纵队,1030,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,歪曲百团大战战绩,1031,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,否认三大战役意义,1032,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,诋毁狼牙山五壮士事迹,1033,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,贬低红一方面军,1034,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,歪曲平津战役意义,1035,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,否认台儿庄战役功绩,1036,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,否定镇南关大捷意义,1037,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,贬低红二方面军,1038,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,歪曲济南战役意义,1039,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,否认淞沪会战价值,1040,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,诋毁杨根思,1041,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充1,否定秋收起义意义,1042,2025-06-23 00:18:49
内容违反社会主义核心价值观,历史虚无_补充2,否认辛亥革命,1043,2025-06-23 00:18:54
内容违反社会主义核心价值观,历史虚无_补充2,否认太平天国运动,1044,2025-06-23 00:18:54
内容违反社会主义核心价值观,历史虚无_补充2,污蔑杨根思,1045,2025-06-23 00:18:54
内容违反社会主义核心价值观,历史虚无_补充2,否定三湾改编,1046,2025-06-23 00:18:54
内容违反社会主义核心价值观,历史虚无_补充2,歪曲飞夺泸定桥,1047,2025-06-23 00:18:54
内容违反社会主义核心价值观,历史虚无_补充2,否认三元里抗英,1048,2025-06-23 00:18:54
内容违反社会主义核心价值观,历史虚无_补充2,污蔑张思德,1049,2025-06-23 00:18:54
内容违反社会主义核心价值观,历史虚无_补充2,否定洛川会议,1050,2025-06-23 00:18:54
内容违反社会主义核心价值观,历史虚无_补充3,歪曲三元里抗英,1051,2025-06-23 00:18:58
内容违反社会主义核心价值观,历史虚无_补充3,贬低百团大战战果,1052,2025-06-23 00:18:58
内容违反社会主义核心价值观,价值观扭曲_批次1,破坏友善氛围,1053,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,否定社会责任,1054,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,倡导不诚信做法,1055,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,诋毁公正原则,1056,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,否定友善理念,1057,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,诋毁奋斗精神,1058,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,宣扬不诚信,1059,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,否定团结友爱,1060,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,宣扬歧视观念,1061,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,亵渎民主制度,1062,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,宣扬享乐主义,1063,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,消解富强目标,1064,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,宣扬自私自利,1065,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,丑化民主价值,1066,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,污蔑敬业者,1067,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,鼓吹懒惰思想,1068,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,鼓吹特权思想,1069,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,贬低富强成果,1070,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,抹黑法治精神,1071,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,抹黑文明建设,1072,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,否定公平竞争,1073,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,鼓吹极端个人主义,1074,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,鼓吹分裂思想,1075,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,诋毁社会和谐,1076,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,反爱国言论,1077,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,践踏法治规则,1078,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,歪曲公正内涵,1079,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,宣扬反集体主义,1080,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,反对平等思想,1081,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,诋毁敬业精神,1082,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,诋毁奉献精神,1083,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,倡导欺诈行为,1084,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,否定互助行为,1085,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,宣扬冷漠态度,1086,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,否定文明追求,1087,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,推崇拜金主义,1088,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,抵制平等原则,1089,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,鼓吹暴力对抗,1090,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次1,鼓吹不爱国行为,1091,2025-06-23 00:19:05
内容违反社会主义核心价值观,价值观扭曲_批次2,亵渎爱国情怀,1092,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,否定公正思想,1093,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,污蔑公正价值,1094,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,亵渎奋斗情怀,1095,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,亵渎友善理念,1096,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,贬低文明素养,1097,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,否定民主价值,1098,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,诋毁法治精神,1099,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,否定平等意义,1100,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,贬低友善意义,1101,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,诋毁平等原则,1102,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,否定文明内涵,1103,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,贬低法治素养,1104,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,亵渎敬业理念,1105,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,践踏爱国尊严,1106,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,歪曲爱国大义,1107,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,否定和谐思想,1108,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,否定奋斗理念,1109,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,抹黑爱国精神,1110,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,污蔑敬业品质,1111,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,破坏诚信环境,1112,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,否定友善本质,1113,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,歪曲法治理念,1114,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,歪曲团结内涵,1115,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,诋毁自由观念,1116,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,亵渎和谐理念,1117,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,污蔑团结价值,1118,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,歪曲法治要义,1119,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,践踏文明风尚,1120,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,践踏敬业准则,1121,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,歪曲自由内涵,1122,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,贬低诚信意义,1123,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,诋毁敬业价值,1124,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,否定平等思想,1125,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,贬低团结精神,1126,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,诋毁文明价值,1127,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,破坏和谐氛围,1128,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,践踏公正原则,1129,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,污蔑奋斗意义,1130,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次2,污蔑平等意义,1131,2025-06-23 00:19:15
内容违反社会主义核心价值观,价值观扭曲_批次3,倡导冷漠无情,1132,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,鼓吹奢靡之风,1133,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,否定和谐共处,1134,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,抹黑互助美德,1135,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,污蔑法治尊严,1136,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,践踏诚信基石,1137,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,鼓吹懒惰行为,1138,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,抹黑诚信文化,1139,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,否定文明风尚,1140,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,否定平等原则,1141,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,宣扬歧视言行,1142,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,宣扬极端个人,1143,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,歪曲公正准则,1144,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,摒弃奉献精神,1145,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,抹黑敬业文化,1146,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,诋毁奉献理念,1147,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,践踏平等观念,1148,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,诋毁勤劳品质,1149,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,宣扬拜金主义,1150,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,诋毁爱国传统,1151,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,践踏友善底线,1152,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,诋毁法治原则,1153,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,否定和谐价值,1154,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,否定奋斗意义,1155,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,践踏奋斗精神,1156,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,歪曲爱国理念,1157,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,抹黑敬业精神,1158,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,否定集体主义,1159,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,鼓吹暴力竞争,1160,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,污蔑公正秩序,1161,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,摒弃团结精神,1162,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,倡导功利主义,1163,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,宣扬腐朽思想,1164,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,歪曲文明理念,1165,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次3,否定爱国情怀,1166,2025-06-23 00:19:26
内容违反社会主义核心价值观,价值观扭曲_批次4,否定文明价值,1167,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,污蔑爱国精神,1168,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,否定诚信意义,1169,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,亵渎和谐观念,1170,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,亵渎自由理念,1171,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,鼓吹不良风气,1172,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,亵渎爱国传统,1173,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,抹黑敬业态度,1174,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,诋毁积极进取,1175,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,诋毁法治理念,1176,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,鼓吹消极怠工,1177,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,否定勤劳美德,1178,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,诋毁奋斗品质,1179,2025-06-23 00:19:38
内容违反社会主义核心价值观,价值观扭曲_批次4,否定公正公平,1180,2025-06-23 00:19:38
